Guttenberg Mail & Prov,Total,0,234,0.00,167,44,,3,5,,,,,1
Guttenberg,Total,5352,3486,65.13,2574,749,7,49,40,,1,3,,13
"",President and Vice President,,,,,,,,,
"",De La Fuente/Steinberg,,,,,,,,,
"",Castle/Bradley,,,,,,,,,
"",Kennedy/Hart,,,,,,,,,
"",Johnson/Weld,,,,,,,,,
"",Stein/Baraka,,,,,,,,,
Harrison W1 D1,Total 502 296 58.96 216,74,1,1,3,,,,,1
Harrison W1 D2,Total 770 445 57.79 343,86,2,4,3,1,,,,4
Harrison Ward 2 Mail-In,La Riva/PTuortyaelar 0 80 0.00 67,11,,1,1,,,,,
Harrison Ward 2 Prov,Total 0 23 0.00 17,6,,,,,,,,
"",Trump/Pence,,,,,,,,,
Harrison Ward 1,Total 1272 844 66.35 643,177,3,6,7,1,,,,5
Harrison W2 D1,ClintonT/Kotaailne 767 463 60.37 302,131,2,10,11,,,,,3
Harrison W2 D2,Total 759 454 59.82 328,96,,4,17,,,,,6
Harrison W2 D3,Total 448 265 59.15 174,81,1,1,2,,,,,2
"",Turnout (%),,,,,,,,,
Harrison Ward 2,Total 1974 1182 59.88 804,308,3,15,30,,,,,11
Harrison W3 D1,Total 499 302 60.52 215,72,,6,6,,,,,
"",Ballots Cast,,,,,,,,,
Harrison W3 D2,Total 727 426 58.60 265,146,1,1,4,,2,,,3
Harrison W3 D3,Total 488 271 55.53 176,83,1,2,4,,,,,1
Harrison Ward 3,RegTisotetarled 1714 999 58.28 656,301,2,9,14,,2,,,4
Harrison W4 D1,Total 426 250 58.69 188,53,,3,1,1,,,,2
Harrison W4 D2,Total 624 373 59.78 219,137,2,8,2,,,,,2
Harrison W4 D3,Total 402 241 59.95 170,63,1,1,5,,,,,
Harrison Ward 4,Total 1452 864 59.50 577,253,3,12,8,1,,,,4
Harrison Mail-In,Total 0 74 0.00 45,24,,,1,,,,,
Harrison Prov,Total 0 67 0.00 51,8,,,1,,,,,1
Harrison Mail & Prov,Total 0 141 0.00 96,32,,,2,,,,,1
Harrison,Total 6412 4030 62.85 2776,1071,11,42,61,2,2,,,25
Hoboken W1 D1,Total 650 376 57.85 274,83,,4,9,,,,,3
Hoboken W1 D2,Total 1430 905 63.29 616,243,,7,26,,,,1,7
Hoboken W1 D3,Total 646 350 54.18 247,76,,3,18,,,,,3
Hoboken W1 D4,Total 753 415 55.11 311,77,,5,17,,,,,3
Hoboken W1 D5,Total 1021 603 59.06 418,131,1,4,30,,,1,2,10
Hoboken W1 D6,Total 1352 814 60.21 588,166,,5,34,1,,,,8
Hoboken Ward 1,Total 5852 3463 59.18 2454,776,1,28,134,1,,1,3,34
Hoboken W2 D1,Total 1192 730 61.24 514,161,,3,29,,,1,,12
Hoboken W2 D2,Total 1115 720 64.57 459,215,,5,26,,,,1,9
Hoboken W2 D3,Total 945 569 60.21 428,114,2,4,16,,,,,3
Hoboken W2 D4,Total 1091 653 59.85 483,136,,1,11,,2,,1,12
Hoboken W2 D5,Total 1035 610 58.94 420,146,,7,21,,,,,10
Hoboken W2 D6,Total 1722 1154 67.02 737,340,,8,47,,,,,12
"",Castle/Bradley,,,,,,,,,,,,,
"",Kennedy/Hart,,,,,,,,,,,,,
"",Johnson/Weld,,,,,,,,,,,,,
"",Stein/Baraka,,,,,,,,,,,,,
Harrison W1 D1,Total,502,296,58.96,216,74,1,1,3,,,,,1
Harrison W1 D2,Total,770,445,57.79,343,86,2,4,3,1,,,,4
Harrison Ward 2 Mail-In,La Riva/PTuortyaelar,0,80,0.00,67,11,,1,1,,,,,
Harrison Ward 2 Prov,Total,0,23,0.00,17,6,,,,,,,,
"",Trump/Pence,,,,,,,,,,,,,
Harrison Ward 1,Total,1272,844,66.35,643,177,3,6,7,1,,,,5
Harrison W2 D1,ClintonT/Kotaailne,767,463,60.37,302,131,2,10,11,,,,,3
Harrison W2 D2,Total,759,454,59.82,328,96,,4,17,,,,,6
Harrison W2 D3,Total,448,265,59.15,174,81,1,1,2,,,,,2
"",Turnout (%),,,,,,,,,,,,,
Harrison Ward 2,Total,1974,1182,59.88,804,308,3,15,30,,,,,11
Harrison W3 D1,Total,499,302,60.52,215,72,,6,6,,,,,
"",Ballots Cast,,,,,,,,,,,,,
Harrison W3 D2,Total,727,426,58.60,265,146,1,1,4,,2,,,3
Harrison W3 D3,Total,488,271,55.53,176,83,1,2,4,,,,,1
Harrison Ward 3,RegTisotetarled,1714,999,58.28,656,301,2,9,14,,2,,,4
Harrison W4 D1,Total,426,250,58.69,188,53,,3,1,1,,,,2
Harrison W4 D2,Total,624,373,59.78,219,137,2,8,2,,,,,2
Harrison W4 D3,Total,402,241,59.95,170,63,1,1,5,,,,,
Harrison Ward 4,Total,1452,864,59.50,577,253,3,12,8,1,,,,4
Harrison Mail-In,Total,0,74,0.00,45,24,,,1,,,,,
Harrison Prov,Total,0,67,0.00,51,8,,,1,,,,,1
Harrison Mail & Prov,Total,0,141,0.00,96,32,,,2,,,,,1
Harrison,Total,6412,4030,62.85,2776,1071,11,42,61,2,2,,,25
Hoboken W1 D1,Total,650,376,57.85,274,83,,4,9,,,,,3
Hoboken W1 D2,Total,1430,905,63.29,616,243,,7,26,,,,1,7
Hoboken W1 D3,Total,646,350,54.18,247,76,,3,18,,,,,3
Hoboken W1 D4,Total,753,415,55.11,311,77,,5,17,,,,,3
Hoboken W1 D5,Total,1021,603,59.06,418,131,1,4,30,,,1,2,10
Hoboken W1 D6,Total,1352,814,60.21,588,166,,5,34,1,,,,8
Hoboken Ward 1,Total,5852,3463,59.18,2454,776,1,28,134,1,,1,3,34
Hoboken W2 D1,Total,1192,730,61.24,514,161,,3,29,,,1,,12
Hoboken W2 D2,Total,1115,720,64.57,459,215,,5,26,,,,1,9
Hoboken W2 D3,Total,945,569,60.21,428,114,2,4,16,,,,,3
Hoboken W2 D4,Total,1091,653,59.85,483,136,,1,11,,2,,1,12
Hoboken W2 D5,Total,1035,610,58.94,420,146,,7,21,,,,,10
Hoboken W2 D6,Total,1722,1154,67.02,737,340,,8,47,,,,,12
"",President and Vice President,,,,,,,,,
"",De La Fuente/Steinberg,,,,,,,,,
"",Castle/Bradley,,,,,,,,,
"",Kennedy/Hart,,,,,,,,,
"",Johnson/Weld,,,,,,,,,
Hoboken Ward 2,Stein/BToatraalka 7100 4436 62.48 3041,1112,2,28,150,,2,1,2,58
Hoboken W3 D1,Total 881 517 58.68 355,130,,6,18,,,,,3
Hoboken W3 D2,La Riva/PTuortyaelar 892 566 63.45 392,145,,3,18,,,,,6
Hoboken W3 D3,Total 861 543 63.07 378,134,,5,13,,1,,,5
Hoboken W3 D4,TrumpT/Poetanlce 945 538 56.93 385,115,,6,18,,,,,6
Hoboken W3 D5,Total 978 571 58.38 386,147,1,8,21,,,,,5
Hoboken W3 D6,Total 1004 629 62.65 435,164,,1,15,,2,,,7
Hoboken W3 D7,ClintonT/Kotaailne 920 584 63.48 405,144,1,6,20,,,2,,4
Hoboken Ward 3,Total 6481 3948 60.92 2736,979,2,35,123,,3,2,,36
"",Turnout (%),,,,,,,,,
Hoboken W4 D1,Total 931 580 62.30 385,141,,6,25,1,2,,,15
Hoboken W4 D2,Total 920 572 62.17 420,112,,3,27,,1,1,,3
Hoboken W4 D3,BalloTtso Ctaalst 1040 535 51.44 473,39,1,4,8,2,,,1,2
Hoboken W4 D4,Total 937 511 54.54 451,42,1,4,6,,2,,,2
Hoboken W4 D5,Total 722 433 59.97 319,87,,3,21,,1,,,1
Hoboken W4 D6,RegTisotetarled 917 523 57.03 389,97,1,4,16,1,,1,,8
Hoboken W4 D7,Total 1024 601 58.69 467,89,2,11,23,1,1,,,2
Hoboken Ward 4,Total 6491 3755 57.85 2904,607,5,35,126,5,7,2,1,33
Hoboken W5 D1,Total 643 388 60.34 282,81,,4,15,,,,,4
Hoboken W5 D2,Total 617 408 66.13 295,86,,2,16,,,,,5
Hoboken W5 D3,Total 782 504 64.45 356,107,,6,24,,,,,7
Hoboken W5 D4,Total 640 389 60.78 274,93,,3,8,,,,1,5
Hoboken W5 D5,Total 727 470 64.65 345,94,,6,17,,3,,,5
Hoboken W5 D6,Total 2026 1267 62.54 909,299,,5,31,,,1,,14
Hoboken W5 D7,Total 1300 825 63.46 580,190,,4,33,,1,1,,10
Hoboken Ward 5,Total 6735 4251 63.12 3041,950,,30,144,,4,2,1,50
Hoboken W6 D1,Total 656 403 61.43 278,90,,4,21,,1,,,7
Hoboken W6 D2,Total 361 123 34.07 72,36,,6,7,,,1,,
Hoboken W6 D3,Total 794 486 61.21 381,76,,5,14,1,,,,5
Hoboken W6 D4,Total 773 495 64.04 324,134,1,6,18,,,,,7
Hoboken W6 D5,Total 808 526 65.10 363,134,,,19,,,,2,3
Hoboken W6 D6,Total 1366 770 56.37 567,158,,7,27,,,,,8
Hoboken W6 D7,Total 855 500 58.48 355,126,,6,9,,,,,3
Hoboken Ward 6,Total 5613 3303 58.85 2340,754,1,34,115,1,1,1,2,33
Hoboken Mail-In,Total 0 1732 0.00 1319,289,1,9,47,,1,,1,30
Hoboken Prov,Total 0 764 0.00 528,156,,6,35,,,,,5
Hoboken Mail & Prov,Total 0 2496 0.00 1847,445,1,15,82,,1,,1,35
Hoboken,Total 38272 25652 67.03 18363,5623,12,205,874,7,18,9,10,279
"",Castle/Bradley,,,,,,,,,,,,,
"",Kennedy/Hart,,,,,,,,,,,,,
"",Johnson/Weld,,,,,,,,,,,,,
Hoboken Ward 2,Stein/BToatraalka,7100,4436,62.48,3041,1112,2,28,150,,2,1,2,58
Hoboken W3 D1,Total,881,517,58.68,355,130,,6,18,,,,,3
Hoboken W3 D2,La Riva/PTuortyaelar,892,566,63.45,392,145,,3,18,,,,,6
Hoboken W3 D3,Total,861,543,63.07,378,134,,5,13,,1,,,5
Hoboken W3 D4,TrumpT/Poetanlce,945,538,56.93,385,115,,6,18,,,,,6
Hoboken W3 D5,Total,978,571,58.38,386,147,1,8,21,,,,,5
Hoboken W3 D6,Total,1004,629,62.65,435,164,,1,15,,2,,,7
Hoboken W3 D7,ClintonT/Kotaailne,920,584,63.48,405,144,1,6,20,,,2,,4
Hoboken Ward 3,Total,6481,3948,60.92,2736,979,2,35,123,,3,2,,36
"",Turnout (%),,,,,,,,,,,,,
Hoboken W4 D1,Total,931,580,62.30,385,141,,6,25,1,2,,,15
Hoboken W4 D2,Total,920,572,62.17,420,112,,3,27,,1,1,,3
Hoboken W4 D3,BalloTtso Ctaalst,1040,535,51.44,473,39,1,4,8,2,,,1,2
Hoboken W4 D4,Total,937,511,54.54,451,42,1,4,6,,2,,,2
Hoboken W4 D5,Total,722,433,59.97,319,87,,3,21,,1,,,1
Hoboken W4 D6,RegTisotetarled,917,523,57.03,389,97,1,4,16,1,,1,,8
Hoboken W4 D7,Total,1024,601,58.69,467,89,2,11,23,1,1,,,2
Hoboken Ward 4,Total,6491,3755,57.85,2904,607,5,35,126,5,7,2,1,33
Hoboken W5 D1,Total,643,388,60.34,282,81,,4,15,,,,,4
Hoboken W5 D2,Total,617,408,66.13,295,86,,2,16,,,,,5
Hoboken W5 D3,Total,782,504,64.45,356,107,,6,24,,,,,7
Hoboken W5 D4,Total,640,389,60.78,274,93,,3,8,,,,1,5
Hoboken W5 D5,Total,727,470,64.65,345,94,,6,17,,3,,,5
Hoboken W5 D6,Total,2026,1267,62.54,909,299,,5,31,,,1,,14
Hoboken W5 D7,Total,1300,825,63.46,580,190,,4,33,,1,1,,10
Hoboken Ward 5,Total,6735,4251,63.12,3041,950,,30,144,,4,2,1,50
Hoboken W6 D1,Total,656,403,61.43,278,90,,4,21,,1,,,7
Hoboken W6 D2,Total,361,123,34.07,72,36,,6,7,,,1,,
Hoboken W6 D3,Total,794,486,61.21,381,76,,5,14,1,,,,5
Hoboken W6 D4,Total,773,495,64.04,324,134,1,6,18,,,,,7
Hoboken W6 D5,Total,808,526,65.10,363,134,,,19,,,,2,3
Hoboken W6 D6,Total,1366,770,56.37,567,158,,7,27,,,,,8
Hoboken W6 D7,Total,855,500,58.48,355,126,,6,9,,,,,3
Hoboken Ward 6,Total,5613,3303,58.85,2340,754,1,34,115,1,1,1,2,33
Hoboken Mail-In,Total,0,1732,0.00,1319,289,1,9,47,,1,,1,30
Hoboken Prov,Total,0,764,0.00,528,156,,6,35,,,,,5
Hoboken Mail & Prov,Total,0,2496,0.00,1847,445,1,15,82,,1,,1,35
Hoboken,Total,38272,25652,67.03,18363,5623,12,205,874,7,18,9,10,279
"",President and Vice President,,,,,,,,,
"",De La Fuente/Steinberg,,,,,,,,,
"",Castle/Bradley,,,,,,,,,
"",Kennedy/Hart,,,,,,,,,
"",Johnson/Weld,,,,,,,,,
Jersey City WA D1,Stein/BToatraalka 1044 651 62.36 483,155,1,5,4,,,,,
Jersey City WA D2,Total 1837 1234 67.17 928,269,1,11,9,1,1,,1,5
Jersey City WA D3,Total 1038 566 54.53 432,123,1,3,,,1,,,1
Jersey City WA D4,La Riva/PTuortyaelar 703 433 61.59 296,125,,3,3,,,,,2
Jersey City WA D5,Total 589 341 57.89 206,122,,1,5,1,,,1,2
Jersey City WA D6,TrumpT/Poetanlce 510 279 54.71 166,107,,2,1,,,,,1
Jersey City WA D7,Total 855 499 58.36 366,122,2,2,,,,,,4
Jersey City WA D8,Total 619 359 58.00 320,35,,,1,,,,,
Jersey City WA D9,ClintonT/Kotaailne 722 430 59.56 410,15,,1,2,,,,,
Jersey City WA D10,Total 613 345 56.28 279,46,1,5,3,,2,,,1
Jersey City WA D11,Total 614 351 57.17 306,37,,1,4,1,1,,,
Jersey City WA D12,TurnoTuott a(%l ) 597 359 60.13 305,42,1,5,2,1,,,,
Jersey City WA D13,Total 629 348 55.33 301,41,1,2,,,,,,
Jersey City WA D14,Total 560 298 53.21 260,28,1,3,1,,,,,
Jersey City WA D15,BalloTtso Ctaalst 726 443 61.02 357,67,1,3,1,1,,,,5
Jersey City WA D16,Total 541 281 51.94 247,25,1,1,2,,,,,
Jersey City WA D17,Total 643 329 51.17 282,44,,1,1,,,,1,
Jersey City WA D18,RegTisotetarled 715 468 65.45 417,46,,2,2,,,,,
Jersey City WA D19,Total 852 493 57.86 447,39,,5,,,1,,,
Jersey City WA D20,Total 656 359 54.73 339,16,,3,,,1,,,
Jersey City WA D21,Total 786 478 60.81 456,9,1,8,1,,,1,,
Jersey City WA D22,Total 663 350 52.79 328,12,1,1,1,,,,2,1
Jersey City WA D23,Total 574 337 58.71 277,52,,3,1,,,1,,3
Jersey City WA D24,Total 767 424 55.28 342,65,,10,,,1,,,2
Jersey City WA D25,Total 464 261 56.25 213,42,1,,1,,,,1,
Jersey City WA D26,Total 699 399 57.08 335,52,,1,1,1,,,,2
Jersey City WA D27,Total 528 299 56.63 249,37,,5,1,,,,,1
Jersey City WA D28,Total 690 411 59.57 325,71,,4,2,,,,,6
Jersey City WA D29,Total 751 432 57.52 325,94,,6,3,,,,,
Jersey City WA D30,Total 498 320 64.26 193,118,1,1,2,,,,,1
Jersey City WA D31,Total 979 528 53.93 494,25,,1,2,1,1,,,2
Jersey City WA D32,Total 752 400 53.19 384,10,,,1,,,,1,
Jersey City WA D33,Total 662 452 68.28 434,9,,4,2,,,,,
Jersey City WA D34,Total 947 573 60.51 366,174,,6,13,,1,,,6
Jersey City Ward A,Total 24823 14530 58.53 11868,2274,15,109,72,7,10,2,7,45
Jersey City WB D1,Total 646 405 62.69 328,60,,4,5,,,,,3
Jersey City WB D2,Total 638 368 57.68 296,59,1,3,2,,,,,5
Jersey City WB D3,Total 511 259 50.68 197,47,2,6,3,,1,1,,1
Jersey City WB D4,Total 542 292 53.87 229,48,2,4,1,,,,,3
Jersey City WB D5,Total 707 335 47.38 254,60,,13,4,,,,,
Jersey City WB D6,Total 681 370 54.33 280,67,2,12,5,,,,,
Jersey City WB D7,Total 645 369 57.21 240,108,1,7,4,,,1,,3
Jersey City WB D8,Total 917 523 57.03 452,65,1,3,,,,,,
Jersey City WB D9,Total 820 457 55.73 384,54,2,4,5,1,1,,,1
Jersey City WB D10,Total 534 270 50.56 224,31,,5,2,,,,5,1
"",Castle/Bradley,,,,,,,,,,,,,
"",Kennedy/Hart,,,,,,,,,,,,,
"",Johnson/Weld,,,,,,,,,,,,,
Jersey City WA D1,Stein/BToatraalka,1044,651,62.36,483,155,1,5,4,,,,,
Jersey City WA D2,Total,1837,1234,67.17,928,269,1,11,9,1,1,,1,5
Jersey City WA D3,Total,1038,566,54.53,432,123,1,3,,,1,,,1
Jersey City WA D4,La Riva/PTuortyaelar,703,433,61.59,296,125,,3,3,,,,,2
Jersey City WA D5,Total,589,341,57.89,206,122,,1,5,1,,,1,2
Jersey City WA D6,TrumpT/Poetanlce,510,279,54.71,166,107,,2,1,,,,,1
Jersey City WA D7,Total,855,499,58.36,366,122,2,2,,,,,,4
Jersey City WA D8,Total,619,359,58.00,320,35,,,1,,,,,
Jersey City WA D9,ClintonT/Kotaailne,722,430,59.56,410,15,,1,2,,,,,
Jersey City WA D10,Total,613,345,56.28,279,46,1,5,3,,2,,,1
Jersey City WA D11,Total,614,351,57.17,306,37,,1,4,1,1,,,
Jersey City WA D12,TurnoTuott a(%l ),597,359,60.13,305,42,1,5,2,1,,,,
Jersey City WA D13,Total,629,348,55.33,301,41,1,2,,,,,,
Jersey City WA D14,Total,560,298,53.21,260,28,1,3,1,,,,,
Jersey City WA D15,BalloTtso Ctaalst,726,443,61.02,357,67,1,3,1,1,,,,5
Jersey City WA D16,Total,541,281,51.94,247,25,1,1,2,,,,,
Jersey City WA D17,Total,643,329,51.17,282,44,,1,1,,,,1,
Jersey City WA D18,RegTisotetarled,715,468,65.45,417,46,,2,2,,,,,
Jersey City WA D19,Total,852,493,57.86,447,39,,5,,,1,,,
Jersey City WA D20,Total,656,359,54.73,339,16,,3,,,1,,,
Jersey City WA D21,Total,786,478,60.81,456,9,1,8,1,,,1,,
Jersey City WA D22,Total,663,350,52.79,328,12,1,1,1,,,,2,1
Jersey City WA D23,Total,574,337,58.71,277,52,,3,1,,,1,,3
Jersey City WA D24,Total,767,424,55.28,342,65,,10,,,1,,,2
Jersey City WA D25,Total,464,261,56.25,213,42,1,,1,,,,1,
